,,trackAppearanceCount,trackAppearanceCount,trackAppearanceCount,trackAppearanceCount,artistAppearanceCount,artistAppearanceCount,artistAppearanceCount,artistAppearanceCount,rank,rank,rank,rank,uri,uri,uri,uri,artist_names,artist_names,artist_names,artist_names,source,source,source,source,peak_rank,peak_rank,peak_rank,peak_rank,previous_rank,previous_rank,previous_rank,previous_rank,weeks_on_chart,weeks_on_chart,weeks_on_chart,weeks_on_chart,streams,streams,streams,streams,End Date,End Date,End Date,End Date,Week,Week,Week,Week,Year,Year,Year,Year,End Date Dt,End Date Dt,End Date Dt,End Date Dt,Seconds since Epoch,Seconds since Epoch,Seconds since Epoch,Seconds since Epoch,End Date Aggregated,End Date Aggregated,End Date Aggregated,End Date Aggregated,ArtistCount,ArtistCount,ArtistCount,ArtistCount,isTopTen,isTopTen,isTopTen,isTopTen,Artist and Track,Artist and Track,Artist and Track,Artist and Track,rank difference,rank difference,rank difference,rank difference,Position over Time,Position over Time,Position over Time,Position over Time,IsGirlGroup,IsGirlGroup,IsGirlGroup,IsGirlGroup,IsBoyGroup,IsBoyGroup,IsBoyGroup,IsBoyGroup
,,min,max,count,nunique,min,max,count,nunique,min,max,count,nunique,min,max,count,nunique,min,max,count,nunique,min,max,count,nunique,min,max,count,nunique,min,max,count,nunique,min,max,count,nunique,min,max,count,nunique,min,max,count,nunique,min,max,count,nunique,min,max,count,nunique,min,max,count,nunique,min,max,count,nunique,min,max,count,nunique,min,max,count,nunique,min,max,count,nunique,min,max,count,nunique,min,max,count,nunique,min,max,count,nunique,min,max,count,nunique,min,max,count,nunique
main_artist,track_name,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21 Savage,Intro,0,0,1,1,66,66,1,1,120,120,1,1,spotify:track:5UpXJ75CXod4PCoBQP6MAP,spotify:track:5UpXJ75CXod4PCoBQP6MAP,1,1,"21 Savage, Metro Boomin","21 Savage, Metro Boomin",1,1,"Slaughter Gang, LLC/Epic/Boominati Worldwide/Republic","Slaughter Gang, LLC/Epic/Boominati Worldwide/Republic",1,1,120,120,1,1,-1,-1,1,1,1,1,1,1,20875,20875,1,1,2020-10-08,2020-10-08,1,1,41,41,1,1,2020,2020,1,1,2020-10-08,2020-10-08,1,1,1602115200.0,1602115200.0,1,1,2020-10-01,2020-10-01,1,1,1,1,1,1,0,0,1,1,"21 Savage, Metro Boomin; Intro","21 Savage, Metro Boomin; Intro",1,1,0,0,1,1,0,0,1,1,False,False,1,1,False,False,1,1
21 Savage,Many Men,0,0,1,1,62,62,1,1,61,61,1,1,spotify:track:3CDVMejYHnB1SkEEx0T1N4,spotify:track:3CDVMejYHnB1SkEEx0T1N4,1,1,"21 Savage, Metro Boomin","21 Savage, Metro Boomin",1,1,"Slaughter Gang, LLC/Epic/Boominati Worldwide/Republic","Slaughter Gang, LLC/Epic/Boominati Worldwide/Republic",1,1,61,61,1,1,-1,-1,1,1,1,1,1,1,29181,29181,1,1,2020-10-08,2020-10-08,1,1,41,41,1,1,2020,2020,1,1,2020-10-08,2020-10-08,1,1,1602115200.0,1602115200.0,1,1,2020-10-01,2020-10-01,1,1,1,1,1,1,0,0,1,1,"21 Savage, Metro Boomin; Many Men","21 Savage, Metro Boomin; Many Men",1,1,0,0,1,1,0,0,1,1,False,False,1,1,False,False,1,1
21 Savage,Mr. Right Now (feat. Drake),0,6,7,7,57,85,7,7,12,191,7,7,spotify:track:4Q34FP1AT7GEl9oLgNtiWj,spotify:track:4Q34FP1AT7GEl9oLgNtiWj,7,1,"21 Savage, Metro Boomin, Drake","21 Savage, Metro Boomin, Drake",7,1,"Slaughter Gang, LLC/Epic/Boominati Worldwide/Republic","Slaughter Gang, LLC/Epic/Boominati Worldwide/Republic",7,1,12,12,7,1,-1,160,7,7,1,7,7,7,15771,57808,7,7,2020-10-08,2020-11-19,7,7,41,47,7,7,2020,2020,7,1,2020-10-08,2020-11-19,7,7,1602115200.0,1605744000.0,7,7,2020-10-01,2020-11-01,7,2,2,2,7,1,0,0,7,1,"21 Savage, Metro Boomin, Drake; Mr. Right Now (feat. Drake)","21 Savage, Metro Boomin, Drake; Mr. Right Now (feat. Drake)",7,1,0,51,7,6,0,100,7,2,False,False,7,1,False,False,7,1
21 Savage,My Dawg,0,0,1,1,64,64,1,1,105,105,1,1,spotify:track:42Tohunwlh34o0mgxYx5iq,spotify:track:42Tohunwlh34o0mgxYx5iq,1,1,"21 Savage, Metro Boomin","21 Savage, Metro Boomin",1,1,"Slaughter Gang, LLC/Epic/Boominati Worldwide/Republic","Slaughter Gang, LLC/Epic/Boominati Worldwide/Republic",1,1,105,105,1,1,-1,-1,1,1,1,1,1,1,22333,22333,1,1,2020-10-08,2020-10-08,1,1,41,41,1,1,2020,2020,1,1,2020-10-08,2020-10-08,1,1,1602115200.0,1602115200.0,1,1,2020-10-01,2020-10-01,1,1,1,1,1,1,0,0,1,1,"21 Savage, Metro Boomin; My Dawg","21 Savage, Metro Boomin; My Dawg",1,1,0,0,1,1,0,0,1,1,False,False,1,1,False,False,1,1
21 Savage,No Opp Left Behind,0,0,1,1,69,69,1,1,140,140,1,1,spotify:track:50I7FNN2rl2rWiNwGxS146,spotify:track:50I7FNN2rl2rWiNwGxS146,1,1,"21 Savage, Metro Boomin","21 Savage, Metro Boomin",1,1,"Slaughter Gang, LLC/Epic/Boominati Worldwide/Republic","Slaughter Gang, LLC/Epic/Boominati Worldwide/Republic",1,1,140,140,1,1,-1,-1,1,1,1,1,1,1,19094,19094,1,1,2020-10-08,2020-10-08,1,1,41,41,1,1,2020,2020,1,1,2020-10-08,2020-10-08,1,1,1602115200.0,1602115200.0,1,1,2020-10-01,2020-10-01,1,1,1,1,1,1,0,0,1,1,"21 Savage, Metro Boomin; No Opp Left Behind","21 Savage, Metro Boomin; No Opp Left Behind",1,1,0,0,1,1,0,0,1,1,False,False,1,1,False,False,1,1
21 Savage,RIP Luv,0,0,1,1,68,68,1,1,134,134,1,1,spotify:track:1wGnp7ejkCuXRsehXx0PNP,spotify:track:1wGnp7ejkCuXRsehXx0PNP,1,1,"21 Savage, Metro Boomin","21 Savage, Metro Boomin",1,1,"Slaughter Gang, LLC/Epic/Boominati Worldwide/Republic","Slaughter Gang, LLC/Epic/Boominati Worldwide/Republic",1,1,134,134,1,1,-1,-1,1,1,1,1,1,1,19579,19579,1,1,2020-10-08,2020-10-08,1,1,41,41,1,1,2020,2020,1,1,2020-10-08,2020-10-08,1,1,1602115200.0,1602115200.0,1,1,2020-10-01,2020-10-01,1,1,1,1,1,1,0,0,1,1,"21 Savage, Metro Boomin; RIP Luv","21 Savage, Metro Boomin; RIP Luv",1,1,0,0,1,1,0,0,1,1,False,False,1,1,False,False,1,1
21 Savage,Rich Nigga Shit (feat. Young Thug),0,1,2,2,60,75,2,2,42,170,2,2,spotify:track:3ruoIF2UnoXdzK8mR61ebq,spotify:track:3ruoIF2UnoXdzK8mR61ebq,2,1,"21 Savage, Metro Boomin, Young Thug","21 Savage, Metro Boomin, Young Thug",2,1,"Slaughter Gang, LLC/Epic/Boominati Worldwide/Republic","Slaughter Gang, LLC/Epic/Boominati Worldwide/Republic",2,1,42,42,2,1,-1,42,2,2,1,2,2,2,15653,35608,2,2,2020-10-08,2020-10-15,2,2,41,42,2,2,2020,2020,2,1,2020-10-08,2020-10-15,2,2,1602115200.0,1602720000.0,2,2,2020-10-01,2020-10-01,2,1,2,2,2,1,0,0,2,1,"21 Savage, Metro Boomin, Young Thug; Rich Nigga Shit (feat. Young Thug)","21 Savage, Metro Boomin, Young Thug; Rich Nigga Shit (feat. Young Thug)",2,1,0,128,2,2,0,100,2,2,False,False,2,1,False,False,2,1
21 Savage,Runnin,0,17,18,18,58,96,18,18,13,197,18,18,spotify:track:5SWnsxjhdcEDc7LJjq9UHk,spotify:track:5SWnsxjhdcEDc7LJjq9UHk,18,1,"21 Savage, Metro Boomin","21 Savage, Metro Boomin",18,1,"Slaughter Gang, LLC/Epic/Boominati Worldwide/Republic","Slaughter Gang, LLC/Epic/Boominati Worldwide/Republic",18,1,13,13,18,1,-1,184,18,17,1,18,18,18,17638,55186,18,18,2020-10-08,2021-02-11,18,18,1,52,18,18,2020,2021,18,2,2020-10-08,2021-02-11,18,18,1602115200.0,1613001600.0,18,18,2020-10-01,2021-02-01,18,5,1,1,18,1,0,0,18,1,"21 Savage, Metro Boomin; Runnin","21 Savage, Metro Boomin; Runnin",18,1,-50,38,18,17,0,100,18,3,False,False,18,1,False,False,18,1
21 Savage,Said N Done,0,0,1,1,71,71,1,1,184,184,1,1,spotify:track:11XegnWeJHBDtj9IsNwngu,spotify:track:11XegnWeJHBDtj9IsNwngu,1,1,"21 Savage, Metro Boomin","21 Savage, Metro Boomin",1,1,"Slaughter Gang, LLC/Epic/Boominati Worldwide/Republic","Slaughter Gang, LLC/Epic/Boominati Worldwide/Republic",1,1,184,184,1,1,-1,-1,1,1,1,1,1,1,16232,16232,1,1,2020-10-08,2020-10-08,1,1,41,41,1,1,2020,2020,1,1,2020-10-08,2020-10-08,1,1,1602115200.0,1602115200.0,1,1,2020-10-01,2020-10-01,1,1,1,1,1,1,0,0,1,1,"21 Savage, Metro Boomin; Said N Done","21 Savage, Metro Boomin; Said N Done",1,1,0,0,1,1,0,0,1,1,False,False,1,1,False,False,1,1
21 Savage,Slidin,0,0,1,1,61,61,1,1,53,53,1,1,spotify:track:7fxSLnklnayJNBIKntXedZ,spotify:track:7fxSLnklnayJNBIKntXedZ,1,1,"21 Savage, Metro Boomin","21 Savage, Metro Boomin",1,1,"Slaughter Gang, LLC/Epic/Boominati Worldwide/Republic","Slaughter Gang, LLC/Epic/Boominati Worldwide/Republic",1,1,53,53,1,1,-1,-1,1,1,1,1,1,1,30481,30481,1,1,2020-10-08,2020-10-08,1,1,41,41,1,1,2020,2020,1,1,2020-10-08,2020-10-08,1,1,1602115200.0,1602115200.0,1,1,2020-10-01,2020-10-01,1,1,1,1,1,1,0,0,1,1,"21 Savage, Metro Boomin; Slidin","21 Savage, Metro Boomin; Slidin",1,1,0,0,1,1,0,0,1,1,False,False,1,1,False,False,1,1
21 Savage,Snitches & Rats (Interlude),0,0,1,1,65,65,1,1,113,113,1,1,spotify:track:2y3mrzWEWaAFqb2jf5fED8,spotify:track:2y3mrzWEWaAFqb2jf5fED8,1,1,"21 Savage, Metro Boomin","21 Savage, Metro Boomin",1,1,"Slaughter Gang, LLC/Epic/Boominati Worldwide/Republic","Slaughter Gang, LLC/Epic/Boominati Worldwide/Republic",1,1,113,113,1,1,-1,-1,1,1,1,1,1,1,21333,21333,1,1,2020-10-08,2020-10-08,1,1,41,41,1,1,2020,2020,1,1,2020-10-08,2020-10-08,1,1,1602115200.0,1602115200.0,1,1,2020-10-01,2020-10-01,1,1,1,1,1,1,0,0,1,1,"21 Savage, Metro Boomin; Snitches & Rats (Interlude)","21 Savage, Metro Boomin; Snitches & Rats (Interlude)",1,1,0,0,1,1,0,0,1,1,False,False,1,1,False,False,1,1
21 Savage,Snitches & Rats (feat. Young Nudy),0,0,1,1,63,63,1,1,100,100,1,1,spotify:track:3WaDoMDQRqDdgtCDLxanpN,spotify:track:3WaDoMDQRqDdgtCDLxanpN,1,1,"21 Savage, Metro Boomin, Young Nudy","21 Savage, Metro Boomin, Young Nudy",1,1,"Slaughter Gang, LLC/Epic/Boominati Worldwide/Republic","Slaughter Gang, LLC/Epic/Boominati Worldwide/Republic",1,1,100,100,1,1,-1,-1,1,1,1,1,1,1,23067,23067,1,1,2020-10-08,2020-10-08,1,1,41,41,1,1,2020,2020,1,1,2020-10-08,2020-10-08,1,1,1602115200.0,1602115200.0,1,1,2020-10-01,2020-10-01,1,1,2,2,1,1,0,0,1,1,"21 Savage, Metro Boomin, Young Nudy; Snitches & Rats (feat. Young Nudy)","21 Savage, Metro Boomin, Young Nudy; Snitches & Rats (feat. Young Nudy)",1,1,0,0,1,1,0,0,1,1,False,False,1,1,False,False,1,1
21 Savage,Steppin On Niggas,0,0,1,1,70,70,1,1,173,173,1,1,spotify:track:7FtZFla3ZH6PqsAJ9MvVCM,spotify:track:7FtZFla3ZH6PqsAJ9MvVCM,1,1,"21 Savage, Metro Boomin","21 Savage, Metro Boomin",1,1,"Slaughter Gang, LLC/Epic/Boominati Worldwide/Republic","Slaughter Gang, LLC/Epic/Boominati Worldwide/Republic",1,1,173,173,1,1,-1,-1,1,1,1,1,1,1,17147,17147,1,1,2020-10-08,2020-10-08,1,1,41,41,1,1,2020,2020,1,1,2020-10-08,2020-10-08,1,1,1602115200.0,1602115200.0,1,1,2020-10-01,2020-10-01,1,1,1,1,1,1,0,0,1,1,"21 Savage, Metro Boomin; Steppin On Niggas","21 Savage, Metro Boomin; Steppin On Niggas",1,1,0,0,1,1,0,0,1,1,False,False,1,1,False,False,1,1
21 Savage,a lot,0,27,28,28,15,54,28,28,18,156,28,27,spotify:track:2t8yVaLvJ0RenpXUIAC52d,spotify:track:2t8yVaLvJ0RenpXUIAC52d,28,1,21 Savage,21 Savage,28,1,"Slaughter Gang, LLC/Epic Records","Slaughter Gang, LLC/Epic Records",28,1,18,55,28,3,-1,147,28,27,1,28,28,28,8181,24798,28,28,2018-12-27,2019-07-04,28,28,1,52,28,28,2018,2019,28,2,2018-12-27,2019-07-04,28,28,1545868800.0,1562198400.0,28,28,2018-12-01,2019-07-01,28,8,1,1,28,1,0,0,28,1,21 Savage; a lot,21 Savage; a lot,28,1,-25,31,28,17,0,100,28,3,False,False,28,1,False,False,28,1
21 Savage,all my friends,0,2,3,3,16,25,3,3,120,165,3,2,spotify:track:4paAidoE8VAemwU4jgCc6l,spotify:track:4paAidoE8VAemwU4jgCc6l,3,1,21 Savage,21 Savage,3,1,"Slaughter Gang, LLC/Epic Records","Slaughter Gang, LLC/Epic Records",3,1,120,120,3,1,-1,165,3,3,1,3,3,3,6005,9074,3,3,2018-12-27,2019-01-10,3,3,1,52,3,3,2018,2019,3,2,2018-12-27,2019-01-10,3,3,1545868800.0,1547078400.0,3,3,2018-12-01,2019-01-01,3,2,1,1,3,1,0,0,3,1,21 Savage; all my friends,21 Savage; all my friends,3,1,0,45,3,2,0,100,3,3,False,False,3,1,False,False,3,1
21 Savage,all of me,0,2,3,3,134,160,3,3,19,144,3,3,spotify:track:2FoahzOSxJnalPA8aBUme3,spotify:track:2FoahzOSxJnalPA8aBUme3,3,1,21 Savage,21 Savage,3,1,"Slaughter Gang, LLC/Epic Records","Slaughter Gang, LLC/Epic Records",3,1,19,19,3,1,-1,89,3,3,1,3,3,3,69856,180635,3,3,2024-01-18,2024-02-01,3,3,3,5,3,3,2024,2024,3,1,2024-01-18,2024-02-01,3,3,1705536000.0,1706745600.0,3,3,2024-01-01,2024-02-01,3,2,1,1,3,1,0,0,3,1,21 Savage; all of me,21 Savage; all of me,3,1,0,70,3,3,0,100,3,2,False,False,3,1,False,False,3,1
21 Savage,american dream,0,0,1,1,143,143,1,1,60,60,1,1,spotify:track:4yreExU3eRNTe2iJz6X6k3,spotify:track:4yreExU3eRNTe2iJz6X6k3,1,1,21 Savage,21 Savage,1,1,"Slaughter Gang, LLC/Epic Records","Slaughter Gang, LLC/Epic Records",1,1,60,60,1,1,-1,-1,1,1,1,1,1,1,106071,106071,1,1,2024-01-18,2024-01-18,1,1,3,3,1,1,2024,2024,1,1,2024-01-18,2024-01-18,1,1,1705536000.0,1705536000.0,1,1,2024-01-01,2024-01-01,1,1,1,1,1,1,0,0,1,1,21 Savage; american dream,21 Savage; american dream,1,1,0,0,1,1,0,0,1,1,False,False,1,1,False,False,1,1
21 Savage,break da law,0,0,1,1,17,17,1,1,185,185,1,1,spotify:track:5ZSIExfQuVv69tw5Qw3yDl,spotify:track:5ZSIExfQuVv69tw5Qw3yDl,1,1,21 Savage,21 Savage,1,1,"Slaughter Gang, LLC/Epic Records","Slaughter Gang, LLC/Epic Records",1,1,185,185,1,1,-1,-1,1,1,1,1,1,1,6785,6785,1,1,2018-12-27,2018-12-27,1,1,52,52,1,1,2018,2018,1,1,2018-12-27,2018-12-27,1,1,1545868800.0,1545868800.0,1,1,2018-12-01,2018-12-01,1,1,1,1,1,1,0,0,1,1,21 Savage; break da law,21 Savage; break da law,1,1,0,0,1,1,0,0,1,1,False,False,1,1,False,False,1,1
21 Savage,can't leave without it,0,0,1,1,18,18,1,1,191,191,1,1,spotify:track:0hPLZrnDgtKxrym1BHjDhd,spotify:track:0hPLZrnDgtKxrym1BHjDhd,1,1,21 Savage,21 Savage,1,1,"Slaughter Gang, LLC/Epic Records","Slaughter Gang, LLC/Epic Records",1,1,191,191,1,1,-1,-1,1,1,1,1,1,1,6568,6568,1,1,2018-12-27,2018-12-27,1,1,52,52,1,1,2018,2018,1,1,2018-12-27,2018-12-27,1,1,1545868800.0,1545868800.0,1,1,2018-12-01,2018-12-01,1,1,1,1,1,1,0,0,1,1,21 Savage; can't leave without it,21 Savage; can't leave without it,1,1,0,0,1,1,0,0,1,1,False,False,1,1,False,False,1,1
21 Savage,dangerous,0,1,2,2,138,154,2,2,34,181,2,2,spotify:track:0fyP96TikhD9sM4eKqw5Yp,spotify:track:0fyP96TikhD9sM4eKqw5Yp,2,1,"21 Savage, Lil Durk, Metro Boomin","21 Savage, Lil Durk, Metro Boomin",2,1,"Slaughter Gang, LLC/Epic Records","Slaughter Gang, LLC/Epic Records",2,1,34,34,2,1,-1,34,2,2,1,2,2,2,62117,134736,2,2,2024-01-18,2024-01-25,2,2,3,4,2,2,2024,2024,2,1,2024-01-18,2024-01-25,2,2,1705536000.0,1706140800.0,2,2,2024-01-01,2024-01-01,2,1,1,1,2,1,0,0,2,1,"21 Savage, Lil Durk, Metro Boomin; dangerous","21 Savage, Lil Durk, Metro Boomin; dangerous",2,1,0,147,2,2,0,100,2,2,False,False,2,1,False,False,2,1
21 Savage,dark days,0,1,2,2,142,155,2,2,58,194,2,2,spotify:track:02Cp3VTUWNed8hr69BhKz6,spotify:track:02Cp3VTUWNed8hr69BhKz6,2,1,"21 Savage, Mariah the Scientist","21 Savage, Mariah the Scientist",2,1,"Slaughter Gang, LLC/Epic Records","Slaughter Gang, LLC/Epic Records",2,1,58,58,2,1,-1,58,2,2,1,2,2,2,60254,107253,2,2,2024-01-18,2024-01-25,2,2,3,4,2,2,2024,2024,2,1,2024-01-18,2024-01-25,2,2,1705536000.0,1706140800.0,2,2,2024-01-01,2024-01-01,2,1,1,1,2,1,0,0,2,1,"21 Savage, Mariah the Scientist; dark days","21 Savage, Mariah the Scientist; dark days",2,1,0,136,2,2,0,100,2,2,False,False,2,1,False,False,2,1
21 Savage,just like me,0,0,1,1,141,141,1,1,54,54,1,1,spotify:track:5KI7I4mEtulXcv5VQJaV35,spotify:track:5KI7I4mEtulXcv5VQJaV35,1,1,"21 Savage, Burna Boy, Metro Boomin","21 Savage, Burna Boy, Metro Boomin",1,1,"Slaughter Gang, LLC/Epic Records","Slaughter Gang, LLC/Epic Records",1,1,54,54,1,1,-1,-1,1,1,1,1,1,1,111110,111110,1,1,2024-01-18,2024-01-18,1,1,3,3,1,1,2024,2024,1,1,2024-01-18,2024-01-18,1,1,1705536000.0,1705536000.0,1,1,2024-01-01,2024-01-01,1,1,1,1,1,1,0,0,1,1,"21 Savage, Burna Boy, Metro Boomin; just like me","21 Savage, Burna Boy, Metro Boomin; just like me",1,1,0,0,1,1,0,0,1,1,False,False,1,1,False,False,1,1
21 Savage,letter to my brudda,0,0,1,1,140,140,1,1,40,40,1,1,spotify:track:5P1z8XwsCStb74emERTx9v,spotify:track:5P1z8XwsCStb74emERTx9v,1,1,21 Savage,21 Savage,1,1,"Slaughter Gang, LLC/Epic Records","Slaughter Gang, LLC/Epic Records",1,1,40,40,1,1,-1,-1,1,1,1,1,1,1,123947,123947,1,1,2024-01-18,2024-01-18,1,1,3,3,1,1,2024,2024,1,1,2024-01-18,2024-01-18,1,1,1705536000.0,1705536000.0,1,1,2024-01-01,2024-01-01,1,1,1,1,1,1,0,0,1,1,21 Savage; letter to my brudda,21 Savage; letter to my brudda,1,1,0,0,1,1,0,0,1,1,False,False,1,1,False,False,1,1
21 Savage,monster,0,6,7,7,14,33,7,7,38,187,7,7,spotify:track:2FUNBaa5DwItJtYEBgAblU,spotify:track:2FUNBaa5DwItJtYEBgAblU,7,1,21 Savage,21 Savage,7,1,"Slaughter Gang, LLC/Epic Records","Slaughter Gang, LLC/Epic Records",7,1,38,38,7,1,-1,148,7,7,1,7,7,7,6929,16190,7,7,2018-12-27,2019-02-07,7,7,1,52,7,7,2018,2019,7,2,2018-12-27,2019-02-07,7,7,1545868800.0,1549497600.0,7,7,2018-12-01,2019-02-01,7,3,1,1,7,1,0,0,7,1,21 Savage; monster,21 Savage; monster,7,1,0,53,7,7,0,100,7,2,False,False,7,1,False,False,7,1
21 Savage,n.h.i.e.,0,6,7,7,132,175,7,7,13,179,7,7,spotify:track:6x9pCndnXEoea0CMcfjs9W,spotify:track:6x9pCndnXEoea0CMcfjs9W,7,1,"21 Savage, Doja Cat","21 Savage, Doja Cat",7,1,"Slaughter Gang, LLC/Epic Records","Slaughter Gang, LLC/Epic Records",7,1,13,13,7,1,-1,145,7,7,1,7,7,7,67298,220748,7,7,2024-01-18,2024-02-29,7,7,3,9,7,7,2024,2024,7,1,2024-01-18,2024-02-29,7,7,1705536000.0,1709164800.0,7,7,2024-01-01,2024-02-01,7,2,1,1,7,1,0,0,7,1,"21 Savage, Doja Cat; n.h.i.e.","21 Savage, Doja Cat; n.h.i.e.",7,1,0,45,7,7,0,100,7,2,False,False,7,1,False,False,7,1
21 Savage,ne-nah,0,5,6,6,133,172,6,6,17,180,6,6,spotify:track:2yUzr8Sr6ldG8vmHhZwTnz,spotify:track:2yUzr8Sr6ldG8vmHhZwTnz,6,1,"21 Savage, Travis Scott, Metro Boomin","21 Savage, Travis Scott, Metro Boomin",6,1,"Slaughter Gang, LLC/Epic Records","Slaughter Gang, LLC/Epic Records",6,1,17,17,6,1,-1,151,6,6,1,6,6,6,67001,194287,6,6,2024-01-18,2024-02-22,6,6,3,8,6,6,2024,2024,6,1,2024-01-18,2024-02-22,6,6,1705536000.0,1708560000.0,6,6,2024-01-01,2024-02-01,6,2,1,1,6,1,0,0,6,1,"21 Savage, Travis Scott, Metro Boomin; ne-nah","21 Savage, Travis Scott, Metro Boomin; ne-nah",6,1,0,40,6,5,0,100,6,2,False,False,6,1,False,False,6,1
21 Savage,pop ur shit,0,1,2,2,136,153,2,2,24,131,2,2,spotify:track:47yD0e9MCRIB8dgUXPfyW3,spotify:track:47yD0e9MCRIB8dgUXPfyW3,2,1,"21 Savage, Young Thug, Metro Boomin","21 Savage, Young Thug, Metro Boomin",2,1,"Slaughter Gang, LLC/Epic Records","Slaughter Gang, LLC/Epic Records",2,1,24,24,2,1,-1,24,2,2,1,2,2,2,69930,156202,2,2,2024-01-18,2024-01-25,2,2,3,4,2,2,2024,2024,2,1,2024-01-18,2024-01-25,2,2,1705536000.0,1706140800.0,2,2,2024-01-01,2024-01-01,2,1,1,1,2,1,0,0,2,1,"21 Savage, Young Thug, Metro Boomin; pop ur shit","21 Savage, Young Thug, Metro Boomin; pop ur shit",2,1,0,107,2,2,0,100,2,2,False,False,2,1,False,False,2,1
21 Savage,prove it,0,7,8,8,137,177,8,8,31,164,8,8,spotify:track:5wttBUDyaHAR5q9fYnN3YF,spotify:track:5wttBUDyaHAR5q9fYnN3YF,8,1,"21 Savage, Summer Walker","21 Savage, Summer Walker",8,1,"Slaughter Gang, LLC/Epic Records","Slaughter Gang, LLC/Epic Records",8,1,31,31,8,1,-1,144,8,8,1,8,8,8,71115,138483,8,8,2024-01-18,2024-03-07,8,8,3,10,8,8,2024,2024,8,1,2024-01-18,2024-03-07,8,8,1705536000.0,1709769600.0,8,8,2024-01-01,2024-03-01,8,3,1,1,8,1,0,0,8,1,"21 Savage, Summer Walker; prove it","21 Savage, Summer Walker; prove it",8,1,-29,48,8,7,0,100,8,3,False,False,8,1,False,False,8,1
21 Savage,red sky,0,0,1,1,144,144,1,1,73,73,1,1,spotify:track:4yLyVdEqV790aIXyGif85v,spotify:track:4yLyVdEqV790aIXyGif85v,1,1,"21 Savage, Tommy Newport, Mikky Ekko","21 Savage, Tommy Newport, Mikky Ekko",1,1,"Slaughter Gang, LLC/Epic Records","Slaughter Gang, LLC/Epic Records",1,1,73,73,1,1,-1,-1,1,1,1,1,1,1,99377,99377,1,1,2024-01-18,2024-01-18,1,1,3,3,1,1,2024,2024,1,1,2024-01-18,2024-01-18,1,1,1705536000.0,1705536000.0,1,1,2024-01-01,2024-01-01,1,1,1,1,1,1,0,0,1,1,"21 Savage, Tommy Newport, Mikky Ekko; red sky","21 Savage, Tommy Newport, Mikky Ekko; red sky",1,1,0,0,1,1,0,0,1,1,False,False,1,1,False,False,1,1
21 Savage,redrum,0,21,22,22,131,191,22,22,12,184,22,21,spotify:track:52eIcoLUM25zbQupAZYoFh,spotify:track:52eIcoLUM25zbQupAZYoFh,22,1,21 Savage,21 Savage,22,1,"Slaughter Gang, LLC/Epic Records","Slaughter Gang, LLC/Epic Records",22,1,12,12,22,1,-1,180,22,21,1,22,22,22,78865,243972,22,22,2024-01-18,2024-06-13,22,22,3,24,22,22,2024,2024,22,1,2024-01-18,2024-06-13,22,22,1705536000.0,1718236800.0,22,22,2024-01-01,2024-06-01,22,6,1,1,22,1,0,0,22,1,21 Savage; redrum,21 Savage; redrum,22,1,-3,30,22,16,0,100,22,4,False,False,22,1,False,False,22,1
21 Savage,see the real,0,0,1,1,145,145,1,1,75,75,1,1,spotify:track:4E64eAph6AYI98ucunrGH8,spotify:track:4E64eAph6AYI98ucunrGH8,1,1,21 Savage,21 Savage,1,1,"Slaughter Gang, LLC/Epic Records","Slaughter Gang, LLC/Epic Records",1,1,75,75,1,1,-1,-1,1,1,1,1,1,1,99082,99082,1,1,2024-01-18,2024-01-18,1,1,3,3,1,1,2024,2024,1,1,2024-01-18,2024-01-18,1,1,1705536000.0,1705536000.0,1,1,2024-01-01,2024-01-01,1,1,1,1,1,1,0,0,1,1,21 Savage; see the real,21 Savage; see the real,1,1,0,0,1,1,0,0,1,1,False,False,1,1,False,False,1,1
21 Savage,should've wore a bonnet,0,1,2,2,139,152,2,2,37,126,2,2,spotify:track:4Xzq2WibDHR5Eufi21HlEZ,spotify:track:4Xzq2WibDHR5Eufi21HlEZ,2,1,"21 Savage, Brent Faiyaz","21 Savage, Brent Faiyaz",2,1,"Slaughter Gang, LLC/Epic Records","Slaughter Gang, LLC/Epic Records",2,1,37,37,2,1,-1,37,2,2,1,2,2,2,71560,127991,2,2,2024-01-18,2024-01-25,2,2,3,4,2,2,2024,2024,2,1,2024-01-18,2024-01-25,2,2,1705536000.0,1706140800.0,2,2,2024-01-01,2024-01-01,2,1,1,1,2,1,0,0,2,1,"21 Savage, Brent Faiyaz; should've wore a bonnet","21 Savage, Brent Faiyaz; should've wore a bonnet",2,1,0,89,2,2,0,100,2,2,False,False,2,1,False,False,2,1
